[ 2012-09-30T11:51:08+08:00 ] /Ibike/ | ERR: (ThinkException) �������ӷ���һ��ʱ���û����ȷ�𸴻����ӵ�����û�з�Ӧ�����ӳ���ʧ�ܡ�
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.000740s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.000846s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001029s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001200s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010817s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010922s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000589s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000644s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000432s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000641s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002542s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000682s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000758s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001043s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001220s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.006740s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001003s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001001s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000806s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000894s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010534s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010638s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000595s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000641s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000440s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000671s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002573s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000701s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000775s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000781s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000937s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.005912s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001170s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001186s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001377s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001474s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010346s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010448s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000598s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000649s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000450s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000660s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002589s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000706s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000782s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001221s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001432s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.008593s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001382s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001260s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001220s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001352s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017361s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017516s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000933s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.001008s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000683s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001043s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004016s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000961s ]
[ 2012-09-30T18:48:16+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001053s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000811s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000953s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.006051s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001029s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001034s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000931s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001022s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012386s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012498s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000610s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000915s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000500s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000662s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002933s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000873s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000959s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001237s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001386s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000975s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001066s ]
[ 2012-09-30T18:48:23+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000789s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000926s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.006143s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001001s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001041s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000805s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000890s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011302s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011404s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000601s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000742s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000578s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000693s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002919s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000699s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000777s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001070s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001208s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000855s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000937s ]
[ 2012-09-30T18:49:15+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T21:53:38+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T21:53:38+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001293s ]
[ 2012-09-30T21:53:38+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.008783s ]
[ 2012-09-30T21:53:38+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.070369s ]
[ 2012-09-30T21:53:38+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T21:53:38+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001732s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001774s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.004273s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004485s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.521579s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.521758s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.001277s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.002490s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001234s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001451s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006844s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001472s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001592s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T21:53:39+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001492s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001652s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T21:53:39+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001094s ]
[ 2012-09-30T21:53:39+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001192s ]
[ 2012-09-30T21:53:40+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T22:53:40+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:53:40+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.057870s ]
[ 2012-09-30T22:53:40+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.071195s ]
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.166137s ]
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.001200s ]
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001907s ]
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.098085s ]
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.098315s ]
[ 2012-09-30T22:53:41+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.276061s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.276294s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.019691s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.015624s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.026253s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.026581s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.088746s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.058393s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.058595s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.025343s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.025528s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001116s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001227s ]
[ 2012-09-30T22:53:42+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000811s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000958s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.005581s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.000941s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.000939s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000813s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000900s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010796s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010900s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000589s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000666s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000467s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000654s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002617s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000703s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000781s ]
